attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
FALSE,,,,,,,,,,,full_bar,FALSE,,,AANB0f7QapfE3WxDiqb9hA,FALSE,,,,[u'Nightlife'],,,Teabags,,FALSE,,,FALSE,,FALSE,1,,,FALSE,,3,,PA,TRUE,,,,,"4114 Main St
Bloomfield
Pittsburgh, PA 15224",,,,FALSE,,,,,FALSE,,,,TRUE,Pittsburgh,,,4.5,,business,,FALSE,40.465157,,,-79.9547682,,,,,,,,,FALSE,,TRUE,,FALSE,,,,,,,yes,,,,[u'Bloomfield'],,FALSE,TRUE,FALSE
,,,8:00,,,,,8:00,,,,,,,4NhJV3Hw3OoTKbnjmIQ9UA,,,8:00,,"[u'Automotive', u'Body Shops']",,8:00,B & M Automotive Services,,,,,,,,,,,,,6,,PA,,16:30,,,,"4301 Main St
Bloomfield
Pittsburgh, PA 15224",17:00,,,,,,,,,,17:00,,TRUE,Pittsburgh,,,4.5,,business,,,40.4639651,,,-79.9528929,17:00,,17:00,,,,,,,,,,,,,,,8:00,,,,,,[u'Bloomfield'],,,,
FALSE,,TRUE,11:00,,,,,11:00,FALSE,TRUE,full_bar,FALSE,,FALSE,#NAME?,FALSE,,11:00,FALSE,"[u'Bars', u'Restaurants', u'Nightlife', u'Italian']",TRUE,11:00,Pleasure Bar and Restaurant,TRUE,FALSE,,,FALSE,,TRUE,2,FALSE,FALSE,FALSE,FALSE,54,,PA,TRUE,2:00,FALSE,FALSE,TRUE,"4729 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",2:00,,FALSE,FALSE,,TRUE,11:00,,FALSE,FALSE,2:00,no,TRUE,Pittsburgh,TRUE,,3,,business,FALSE,FALSE,40.461739,TRUE,FALSE,-79.9486639,2:00,,2:00,2:00,TRUE,FALSE,14:00,,FALSE,,TRUE,21:00,TRUE,,,,,11:00,average,outdoor,casual,,TRUE,[u'Bloomfield'],,FALSE,FALSE,FALSE
,,,,,,,,,,,,,TRUE,,U071C9Sl-ICavtE0hUMpcw,,,,,"[u'Optometrists', u'Ophthalmologists', u'Health & Medical', u'Doctors']",,,Pittsburgh Eye Associates,,,,,,,,,,,,,3,,PA,,,,,,"4424 Penn Ave Ste 101
Bloomfield
Pittsburgh, PA 15224",,,,,,,,,,,,,TRUE,Pittsburgh,,,3.5,,business,,,40.4659206,,,-79.9526441,,,,,,,,,,,,,,,,,,,,,,,,[u'Bloomfield'],,,,
,,,9:00,,,,,9:00,,,,,TRUE,FALSE,l3N07ZNUCTgooKAoJcxQZQ,,,9:00,,"[u'Shopping', u'Optometrists', u'Health & Medical', u'Eyewear & Opticians']",,,Bell Vision Care,FALSE,,,,,,,,,FALSE,,,3,,PA,TRUE,15:00,,FALSE,,"4822 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",18:00,,,,,,,,,,,,FALSE,Pittsburgh,,,2.5,,business,,,40.4599796,,,-79.9464503,,,18:00,,,FALSE,,,,,,,,,,,,,,,,,,[u'Bloomfield'],,,,
,,,0:00,,,,,0:00,,,,,,,DiPbxquQQHSgz123I27Drg,,,0:00,,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",,0:00,Courtyard Pittsburgh Shadyside,,,,,,,,2,,,,,19,,PA,TRUE,0:00,,,,"5308 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",0:00,,,,,,0:00,,,,0:00,free,TRUE,Pittsburgh,TRUE,,3.5,,business,,,40.4560895,,,-79.9396789,0:00,,0:00,0:00,,,0:00,,,,,0:00,,,,,,0:00,,,,,,[u'Bloomfield'],,,,
,,,12:00,,,,,12:00,,,,,,FALSE,3_3yJMo2dTPeq8woOW69IA,,,12:00,,"[u'Food', u'Ice Cream & Frozen Yogurt']",,12:00,Twisters Soft Serve Ice Cream,TRUE,,,,,,,1,,FALSE,,,15,,PA,FALSE,21:30,,FALSE,,"4210 Main St
Bloomfield
Pittsburgh, PA 15224",21:30,,,,,,13:00,,,,21:30,no,TRUE,Pittsburgh,TRUE,,4,,business,,,40.4646964,,,-79.9541448,21:30,,21:30,21:30,,FALSE,13:00,,,,,21:30,,,,,,12:00,,,,,,[u'Bloomfield'],,,,
FALSE,,TRUE,15:30,,,,,15:30,TRUE,TRUE,full_bar,FALSE,,FALSE,3zgswf_NfBJpeAoWeTkgMA,FALSE,,15:30,FALSE,"[u'Pubs', u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",TRUE,15:30,Silky's Pub,TRUE,FALSE,,,FALSE,,,2,FALSE,FALSE,,FALSE,52,,PA,TRUE,2:00,FALSE,FALSE,TRUE,"5135 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",2:00,,FALSE,FALSE,,FALSE,15:30,,FALSE,FALSE,2:00,free,TRUE,Pittsburgh,TRUE,,4,,business,FALSE,FALSE,40.458267,TRUE,FALSE,-79.942274,2:00,,2:00,2:00,FALSE,FALSE,11:30,,FALSE,,TRUE,2:00,TRUE,,,,,15:30,average,outdoor,casual,,TRUE,[u'Bloomfield'],,FALSE,TRUE,FALSE
FALSE,,,10:30,,,,,10:30,FALSE,FALSE,none,FALSE,,FALSE,uOwuJJhGaiAzuaDY7-o14g,FALSE,,10:30,FALSE,"[u'Event Planning & Services', u'American (Traditional)', u'Caterers', u'Comfort Food', u'Restaurants']",FALSE,10:30,Boston Market,TRUE,FALSE,,,,,,1,FALSE,FALSE,,,13,,PA,TRUE,22:00,FALSE,FALSE,TRUE,"5200 Baum Blvd
Bloomfield
Pittsburgh, PA 15224",22:00,,FALSE,,,FALSE,11:00,,FALSE,FALSE,22:00,free,TRUE,Pittsburgh,TRUE,,3.5,,business,TRUE,FALSE,40.4555475,FALSE,,-79.9415246,22:00,,22:00,22:00,TRUE,FALSE,11:00,,,,FALSE,22:00,FALSE,,,,,10:30,very_loud,,casual,,TRUE,[u'Bloomfield'],,FALSE,,FALSE
,,,,,,,,,,,,,TRUE,,NH__LjpMPLOoWBVMYAJ9Iw,,,,,"[u'Health & Medical', u'Dentists', u'General Dentistry']",,,"Labriola Cynthia, DMD",,,,,,,,,,,,,3,,PA,,,,,,"4760 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",,,,,,,,,,,,,FALSE,Pittsburgh,,,3.5,,business,,,40.460845,,,-79.948054,,,,,,,,,,,,,,,,,,,,,,,,[u'Bloomfield'],,,,
,,,8:00,,,,,8:00,,,,,,,kel3Wb4pLYL0l2_QujLOWg,,,8:00,,"[u'Oil Change Stations', u'Automotive']",,8:00,Jiffy Lube,,,,,,,,,,,,,19,,PA,,19:00,,,,"5125 Baum Blvd
Bloomfield
Pittsburgh, PA 15224",19:00,,,,,,8:00,,,,19:00,,TRUE,Pittsburgh,,,2,,business,,,40.455879,,,-79.942929,19:00,,19:00,17:00,,,10:00,,,,,16:00,,,,,,8:00,,,,,,[u'Bloomfield'],,,,
FALSE,,TRUE,11:00,,,,,11:00,FALSE,TRUE,full_bar,FALSE,,FALSE,7XXmky6YYjsvKFwho_eavg,FALSE,,11:00,FALSE,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",TRUE,11:00,Lot 17 ,TRUE,FALSE,,,FALSE,,TRUE,2,FALSE,FALSE,FALSE,FALSE,66,,PA,TRUE,2:00,TRUE,FALSE,TRUE,"4617 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",2:00,,FALSE,FALSE,,FALSE,12:00,,FALSE,FALSE,2:00,free,TRUE,Pittsburgh,,,4,,business,TRUE,FALSE,40.4625543,FALSE,FALSE,-79.950173,2:00,,2:00,2:00,FALSE,FALSE,12:00,,FALSE,,TRUE,0:00,TRUE,,,,,11:00,average,outdoor,casual,,TRUE,[u'Bloomfield'],,FALSE,TRUE,FALSE
TRUE,,,8:00,,,,,8:00,FALSE,TRUE,none,FALSE,,FALSE,o_wRqOpli9kyZGXlJtLLdA,FALSE,,8:00,FALSE,"[u'Breakfast & Brunch', u'Sandwiches', u'Restaurants']",TRUE,8:00,The Bloomfield Sandwich Shop,TRUE,FALSE,,,,,,1,TRUE,FALSE,,,40,,PA,FALSE,15:30,FALSE,FALSE,TRUE,"4613 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",15:30,,FALSE,,,FALSE,8:00,,FALSE,FALSE,15:30,no,FALSE,Pittsburgh,,,4,,business,FALSE,FALSE,40.462632,FALSE,,-79.950246,15:30,,15:30,15:30,TRUE,FALSE,8:00,,,,FALSE,15:00,FALSE,,,,,8:00,average,,casual,,TRUE,[u'Bloomfield'],,FALSE,,FALSE
FALSE,,,11:00,,,,,11:00,FALSE,TRUE,full_bar,FALSE,,FALSE,5MChfa-jZfMo3vBpolkSbw,FALSE,,11:00,FALSE,"[u'Restaurants', u'Italian']",TRUE,11:00,Alexander's Italian Bistro,TRUE,FALSE,,,,,,2,FALSE,FALSE,,,78,,PA,TRUE,23:00,FALSE,FALSE,TRUE,"5104 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",22:00,,FALSE,,,TRUE,11:00,,FALSE,,22:00,free,TRUE,Pittsburgh,TRUE,,3.5,,business,TRUE,TRUE,40.458394,TRUE,,-79.9436629,22:00,,22:00,23:00,TRUE,FALSE,11:00,,,,TRUE,22:00,FALSE,,TRUE,,,11:00,average,,casual,,TRUE,[u'Bloomfield'],,FALSE,,FALSE
TRUE,,,,,,,,,FALSE,FALSE,full_bar,FALSE,,FALSE,YDCxBTJmF-lLCk1Qx8vDfg,FALSE,,,FALSE,"[u'Fast Food', u'Restaurants']",FALSE,,Sammy's Famous Corned Beef,TRUE,FALSE,,,,,,1,FALSE,FALSE,,,6,,PA,TRUE,,FALSE,FALSE,TRUE,"4067 Penn Ave
Bloomfield
Pittsburgh, PA 15224",,,FALSE,,,FALSE,,,FALSE,,,no,FALSE,Pittsburgh,,,3,,business,,FALSE,40.4655702,FALSE,,-79.9557489,,,,,FALSE,FALSE,,,,,TRUE,,TRUE,,,,,,average,,casual,,TRUE,[u'Bloomfield'],,FALSE,,
FALSE,,,17:00,,,,,17:00,FALSE,FALSE,none,FALSE,,FALSE,sxeuOMBRllOHXJTaUlI9kQ,FALSE,,17:00,FALSE,"[u'Thai', u'Restaurants']",TRUE,,Thai Cuisine,TRUE,FALSE,,,,,,2,FALSE,FALSE,,,162,,PA,TRUE,22:30,FALSE,FALSE,TRUE,"4627 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",22:00,,FALSE,,,TRUE,12:00,,FALSE,FALSE,22:00,no,TRUE,Pittsburgh,FALSE,,4,,business,TRUE,FALSE,40.46254961,TRUE,,-79.94976007,,,21:30,22:30,TRUE,FALSE,12:00,,,,FALSE,21:30,TRUE,,,,,17:00,average,,casual,,TRUE,[u'Bloomfield'],,FALSE,,FALSE
FALSE,,,11:00,,,,,11:00,FALSE,TRUE,full_bar,FALSE,,TRUE,ptmsW2SSeFD2I6vspJs0lQ,FALSE,,11:00,FALSE,"[u'American (New)', u'Restaurants']",TRUE,11:00,The Getaway Café,FALSE,FALSE,,,,,,2,FALSE,FALSE,,,27,,PA,TRUE,2:00,TRUE,FALSE,TRUE,"3049 Sussex Ave
Pittsburgh, PA 15226",0:00,,FALSE,,,TRUE,8:30,,FALSE,FALSE,0:00,free,TRUE,Pittsburgh,TRUE,,3,,business,TRUE,FALSE,40.384633,FALSE,,-80.015649,0:00,,0:00,2:00,TRUE,FALSE,8:30,,,,TRUE,0:00,TRUE,,FALSE,,,11:00,average,,casual,,TRUE,[],,FALSE,,FALSE
TRUE,,,11:00,,,,FALSE,11:00,TRUE,FALSE,none,FALSE,,FALSE,r8jeeS3k_diihMDSu9IjlA,FALSE,,11:00,FALSE,"[u'Italian', u'Pizza', u'Restaurants']",FALSE,11:00,Fiori's Pizzaria,TRUE,FALSE,no,,,,,1,FALSE,FALSE,,,150,,PA,TRUE,3:00,TRUE,FALSE,TRUE,"103 Capital Ave
Beechview
Pittsburgh, PA 15226",1:00,,FALSE,,,FALSE,11:00,,FALSE,FALSE,1:00,no,TRUE,Pittsburgh,FALSE,,4.5,,business,TRUE,FALSE,40.405245,TRUE,,-80.018538,1:00,,1:00,3:00,TRUE,FALSE,11:00,,,,TRUE,1:00,FALSE,,FALSE,,,11:00,average,,casual,,TRUE,[u'Beechview'],,FALSE,,FALSE
,,,9:00,,,,,9:00,,,,,,,3OViesv3-RkPDyvdxW16sg,,,9:00,,"[u'Automotive', u'Car Dealers']",,9:00,Rohrich Toyota,,,,,,,,,,,,,21,,PA,,18:00,,,,"2020 W Liberty Ave
Beechview
Pittsburgh, PA 15226",21:00,,,,,,9:00,,,,18:00,,TRUE,Pittsburgh,,,4,,business,,,40.4036795,,,-80.0201139,21:00,,21:00,17:00,,,,,,,,,,,,,,9:00,,,,,,[u'Beechview'],,,,
,,,9:00,,,,,9:00,,,,,,TRUE,cKtBFMESwsUWxTv6QjkTGQ,,,9:00,,"[u'Thrift Stores', u'Shopping']",,9:00,Red White & Blue Thrift Store,FALSE,,,,,,,1,,FALSE,,,33,,PA,FALSE,18:00,,FALSE,,"890 Saw Mill Run Blvd
Bon Air
Brookline, PA 15226",18:00,,,,,,9:00,,,,18:00,,TRUE,Brookline,FALSE,,3,,business,,,40.4107462,,,-80.0064634,18:00,,18:00,18:00,,FALSE,,,,,,,,,,,,9:00,,,,,,[u'Bon Air'],,,,
,,,,,,,,,,,,,,,6JOIiBIroaDLkUrj2hR6-g,,,,,"[u'Home Services', u'Heating & Air Conditioning/HVAC']",,,Boehmer Heating & Cooling,,,,,,,,,,,,,12,,PA,TRUE,,,,,"300 Hargrove St
Mt. Washington
Pittsburgh, PA 15226",,,,,,,,,,,,,TRUE,Pittsburgh,,,4,,business,,,40.414428,,,-80.011614,,,,,,,,,,,,,,,,,,,,,,,,[u'Mt. Washington'],,,,
TRUE,,,11:00,,,,,11:00,FALSE,FALSE,,FALSE,,FALSE,cH8I7JgPXcrcutT1a3YrjQ,FALSE,,11:00,FALSE,"[u'Greek', u'Restaurants']",TRUE,11:00,It's Greek To Me,TRUE,FALSE,,,,,,2,FALSE,FALSE,,,21,,PA,TRUE,20:00,TRUE,FALSE,TRUE,"1011 Brookline Blvd
Brookline
Pittsburgh, PA 15226",20:00,,FALSE,,,FALSE,11:00,,FALSE,FALSE,20:00,no,FALSE,Pittsburgh,TRUE,,4.5,,business,FALSE,FALSE,40.3919796,FALSE,,-80.0173011,20:00,,20:00,20:00,TRUE,FALSE,13:00,,,,FALSE,18:00,FALSE,,,,,11:00,quiet,,casual,,TRUE,[u'Brookline'],,FALSE,,FALSE
,,,6:00,,,,,6:00,,,,,,FALSE,DEH4worm2017xT3KHLoyAw,,,6:00,,"[u'Bakeries', u'Food']",,6:00,Kribel's Bakery,TRUE,,,,,,,2,,FALSE,,,14,,PA,TRUE,19:00,,FALSE,,"546 Brookline Blvd
Brookline
Pittsburgh, PA 15226",19:00,,,,,,6:00,,,FALSE,19:00,,FALSE,Pittsburgh,TRUE,,4,,business,,,40.395242,,,-80.022591,19:00,,19:00,18:00,,FALSE,6:00,,,,,15:00,,,,,,6:00,,,,,,[u'Brookline'],,,,
,,,,,,,,,,,,,,FALSE,FPYLsdwADbnpDrYgphI1jQ,,,,,"[u'Shopping', u'Drugstores']",,,Cvs/Pharmacy,FALSE,,,,,,,,,FALSE,,,3,,PA,TRUE,,,FALSE,,"500 Brookline Blvd
Brookline
Pittsburgh, PA 15226",,,,,,,,,,,,,TRUE,Pittsburgh,,,4,,business,,,40.3956422,,,-80.0236114,,,,,,FALSE,,,,,,,,,,,,,,,,,,[u'Brookline'],,,,
FALSE,,,9:00,,,,,9:00,FALSE,FALSE,full_bar,FALSE,,FALSE,dQjaHoo89bLymdMm4S5_1g,FALSE,,9:00,FALSE,"[u'Restaurants', u'Italian']",TRUE,9:00,Moonlite Cafe,TRUE,FALSE,,,,,,2,FALSE,FALSE,,,20,,PA,TRUE,2:00,FALSE,FALSE,TRUE,"530 Brookline Blvd
Brookline
Pittsburgh, PA 15226",2:00,,FALSE,,,FALSE,11:00,,FALSE,FALSE,2:00,no,TRUE,Pittsburgh,TRUE,,4.5,,business,FALSE,FALSE,40.3955323,TRUE,,-80.0228158,2:00,,2:00,2:00,TRUE,FALSE,11:00,,,,TRUE,2:00,TRUE,,,,,9:00,average,,casual,,TRUE,[u'Brookline'],,FALSE,,FALSE
,,,8:00,,,,,8:00,,,,,,FALSE,gCiKiqPGAC_ZVt5bBcwnrw,,,8:00,,"[u'Bakeries', u'Food']",,8:00,Pitaland,TRUE,,,,,,,1,,FALSE,,,48,,PA,TRUE,19:00,,FALSE,,"620 Brookline Blvd
Brookline
Pittsburgh, PA 15226",19:00,,,,,,8:00,,,FALSE,19:00,,TRUE,Pittsburgh,TRUE,,4.5,,business,,,40.3949279,,,-80.0220174,19:00,,19:00,18:00,,FALSE,10:00,,,,,16:00,,,,,,8:00,,,,,,[u'Brookline'],,,,
,,,6:00,,,,,6:00,,,,,,FALSE,rbg3POnoegWx0RQ0KGd0sA,,,6:00,,"[u'Bakeries', u'Food']",,,Party Cake Shop,TRUE,,,,,,,2,,FALSE,,,20,,PA,TRUE,18:00,,FALSE,,"706 Brookline Blvd
Brookline
Pittsburgh, PA 15226",18:00,,,,,,6:00,,,FALSE,18:00,,TRUE,Pittsburgh,,,4,,business,,,40.394482,,,-80.021538,,,18:00,17:00,,FALSE,6:00,,,,,13:00,,,,,,6:00,,,,,,[u'Brookline'],,,,
FALSE,,,11:30,,,,,11:30,FALSE,FALSE,beer_and_wine,FALSE,,TRUE,UjJMQguryo1jypomvOCZgg,FALSE,,11:30,FALSE,"[u'Italian', u'Pizza', u'Restaurants']",TRUE,11:30,Bellisario's Pizza Palace,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,15,,PA,TRUE,21:00,TRUE,FALSE,TRUE,"437 McNeilly Rd
Pittsburgh, PA 15226",20:30,,FALSE,,,FALSE,12:00,,FALSE,TRUE,20:30,,TRUE,Pittsburgh,,,4,,business,,FALSE,40.3830261,FALSE,,-80.0153449,20:30,,20:30,21:00,TRUE,FALSE,12:30,,,,TRUE,19:30,FALSE,,,,,11:30,average,,casual,,TRUE,[],,FALSE,,FALSE
,,,8:30,,,,,8:30,,,,,,,vWrXsnk4DMRUckSR1tMmXw,,,8:30,,"[u'Auto Repair', u'Automotive']",,8:30,M J Automotive Service Center,,,,,,,,,,,,,4,,PA,,17:00,,,,"2600 Pioneer Ave
Brookline
Pittsburgh, PA 15226",17:30,,,,,,,,,,17:30,,TRUE,Pittsburgh,,,3,,business,,,40.395822,,,-80.024214,17:30,,17:30,,,,,,,,,,,,,,,8:30,,,,,,[u'Brookline'],,,,
FALSE,,,,,,,,,FALSE,FALSE,none,FALSE,,TRUE,dpRsK3JyaD3GKorVWzQUmA,FALSE,,,FALSE,"[u'Burgers', u'Fast Food', u'Restaurants']",FALSE,,Wendy's,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,6,,PA,TRUE,,FALSE,FALSE,TRUE,"2410 W Liberty Ave
Beechview
Pittsburgh, PA 15226",,,FALSE,,,FALSE,,,FALSE,FALSE,,free,TRUE,Pittsburgh,TRUE,,2.5,,business,FALSE,FALSE,40.4002649,TRUE,,-80.0241505,,,,,TRUE,FALSE,,,,,TRUE,,FALSE,,,TRUE,,,,,casual,,TRUE,[u'Beechview'],,FALSE,,FALSE
,,,,,,,,,,,,,,,24GmG-gusr5Jugnf_iX1KA,,,,,"[u'Home Services', u'Home Inspectors']",,,Enviro Tech USA,,,,,,,,,,,,,3,,PA,FALSE,,,,,"430 Fernhill Ave
Brookline
Pittsburgh, PA 15226",,,,,,,,,,,,,TRUE,Pittsburgh,,,3.5,,business,,,40.400763,,,-80.013526,,,,,,,,,,,,,,,,,,,,,,,,[u'Brookline'],,,,
FALSE,,,,,,,,,FALSE,FALSE,full_bar,FALSE,,FALSE,aIzx9R8MN9VgSSJt1jy5TA,FALSE,,,FALSE,"[u'Sandwiches', u'Restaurants']",TRUE,,Carhops Sub Shop,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,6,,PA,TRUE,,TRUE,FALSE,TRUE,"2500 W Liberty Ave
Beechview
Pittsburgh, PA 15226",,,FALSE,,,FALSE,,,FALSE,FALSE,,,FALSE,Pittsburgh,TRUE,,4.5,,business,,FALSE,40.399184,FALSE,,-80.025491,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,,average,,casual,,TRUE,[u'Beechview'],,FALSE,,FALSE
,,,,,,,,,FALSE,FALSE,none,,,FALSE,vWnwaD-kykqiEc2Q0hbYsw,,,,FALSE,"[u'Burgers', u'Fast Food', u'Restaurants']",FALSE,,McDonald's,FALSE,,,,,,,1,FALSE,FALSE,,,7,,PA,TRUE,,FALSE,FALSE,TRUE,"2518 W Liberty Ave
Beechview
Pittsburgh, PA 15226",,,FALSE,,,FALSE,,,,FALSE,,free,TRUE,Pittsburgh,,,2,,business,FALSE,,40.3988343,FALSE,,-80.026459,,,,,TRUE,FALSE,,,,,TRUE,,,,,TRUE,,,average,,casual,,TRUE,[u'Beechview'],,,,
FALSE,,,10:00,,,,,10:00,FALSE,FALSE,none,FALSE,,FALSE,T4D7wX6GuCYChwRmser-0A,FALSE,,10:00,FALSE,"[u'Chinese', u'Restaurants']",,10:00,The Tong Garden,TRUE,FALSE,,,,,,2,FALSE,FALSE,,,9,,PA,FALSE,23:00,TRUE,FALSE,TRUE,"956 Brookline Blvd
Brookline
Pittsburgh, PA 15226",22:30,,FALSE,,,FALSE,10:00,,FALSE,FALSE,22:30,no,TRUE,Pittsburgh,,,4,,business,,FALSE,40.391756,TRUE,,-80.017768,22:30,,22:30,23:00,TRUE,FALSE,11:00,,,,TRUE,22:00,FALSE,,,,,10:00,average,,casual,,TRUE,[u'Brookline'],,FALSE,,FALSE
FALSE,,,11:00,,,,FALSE,11:00,FALSE,TRUE,full_bar,FALSE,,TRUE,cESul2ojJOjadz-7BKB5eg,FALSE,,11:00,FALSE,"[u'Middle Eastern', u'Mediterranean', u'Restaurants']",TRUE,11:00,Amels,FALSE,FALSE,no,,,,,2,FALSE,FALSE,,,44,,PA,TRUE,2:00,FALSE,FALSE,TRUE,"437 McNeilly Rd
Pittsburgh, PA 15226",2:00,,FALSE,,,TRUE,11:00,,FALSE,FALSE,2:00,no,TRUE,Pittsburgh,,,4,,business,TRUE,FALSE,40.3830261,TRUE,,-80.0153449,2:00,,2:00,2:00,TRUE,FALSE,10:00,,,,TRUE,22:00,TRUE,,,,,11:00,quiet,,casual,,TRUE,[],,FALSE,,FALSE
,,,,,,,,,FALSE,,none,,,,xUf11yTcoRagwNiJcY8GAA,,,,FALSE,"[u'Burgers', u'Fast Food', u'Restaurants']",,,McDonald's,,,,,,,,2,FALSE,,,,5,,PA,TRUE,,FALSE,,TRUE,"1 Poplar St
Greentree
Pittsburgh, PA 15205",,,FALSE,,,FALSE,,,,FALSE,,,TRUE,Pittsburgh,,,2,,business,,,40.4273917,FALSE,,-80.0533614,,,,,TRUE,,,,,,FALSE,,,,,TRUE,,,,,casual,,TRUE,[u'Greentree'],,,,
,,,,,,,,,,,,,TRUE,,H337Y2OClZFNKgwSoDGvAg,,,,,"[u'Pediatric Dentists', u'Health & Medical', u'Dentists']",,,"Gurtner Stephen M, DMD",,,,,,,,,,,,,3,,PA,,,,,,"429 Cochran Rd
Pittsburgh, PA 15228",,,,,,,,,,,,,TRUE,Pittsburgh,,,5,,business,,,40.384323,,,-80.052708,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
FALSE,,,11:30,,,,,11:30,FALSE,FALSE,full_bar,FALSE,,FALSE,hbFCv2Rginf9zjai-lKUNg,FALSE,,11:30,FALSE,"[u'Chinese', u'Restaurants']",TRUE,11:30,Sesame Inn Chinese Restaurant,TRUE,FALSE,,,,,,2,FALSE,FALSE,,,44,,PA,TRUE,23:00,TRUE,FALSE,TRUE,"715 Washington Rd
Pittsburgh, PA 15228",22:00,,FALSE,,,TRUE,11:30,,FALSE,TRUE,22:00,no,TRUE,Pittsburgh,FALSE,,4,,business,TRUE,FALSE,40.37965491,TRUE,,-80.04486434,22:00,,22:00,23:00,TRUE,FALSE,12:00,,,,TRUE,21:00,TRUE,,,,,11:30,quiet,,casual,,TRUE,[],,FALSE,,FALSE
FALSE,,,11:30,,,,,11:30,FALSE,FALSE,full_bar,FALSE,,FALSE,vs3UrHaSnzFOxmFU2UAfxQ,FALSE,,11:30,FALSE,"[u'Chinese', u'Restaurants']",TRUE,11:30,China Gate,FALSE,FALSE,,,,,,2,FALSE,TRUE,,,17,,PA,TRUE,23:00,TRUE,FALSE,TRUE,"1500 Washington Rd
Pittsburgh, PA 15228",22:00,,FALSE,,,TRUE,11:30,,FALSE,TRUE,22:00,no,TRUE,Pittsburgh,,,2.5,,business,,FALSE,40.357213,FALSE,,-80.0520951,22:00,,22:00,23:00,TRUE,FALSE,12:00,,,,FALSE,21:00,TRUE,,,,,11:30,average,,casual,,TRUE,[],,FALSE,,FALSE
,,,,,,,,,,,,,TRUE,FALSE,uaq6yp0CBPzJvtRU8rQJrg,,,,,"[u'Hair Salons', u'Beauty & Spas']",,,Alberta Modern Hair,FALSE,,,,,,,3,,FALSE,,,6,,PA,TRUE,,,FALSE,,"731 Washington Rd # 733
Pittsburgh, PA 15228",,,,,,,,,,,,,TRUE,Pittsburgh,,,4,,business,,,40.3791169,,,-80.0449747,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,[],,,,
